player_id,player,team,position,minute,location,dribble_outcome
8150,Francisco Javier Hernández González,Odisha,Center Forward,74,"{88.8,53.9}",Complete
8150,Francisco Javier Hernández González,Odisha,Left Defensive Midfield,90,"{81.7,5.3}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,5,"{104.4,14.6}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,16,"{101.5,55.0}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,21,"{72.1,34.3}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,21,"{91.5,48.0}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,37,"{103.0,30.0}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,21,"{113.4,17.7}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,26,"{105.7,18.5}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,47,"{57.2,19.6}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Right Wing,68,"{107.5,16.0}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Right Wing,68,"{107.0,19.4}",Incomplete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,84,"{67.2,22.8}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,87,"{61.6,74.8}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,92,"{45.6,74.8}",Complete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,22,"{34.5,32.1}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,27,"{112.7,32.7}",Complete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,38,"{105.1,33.1}",Complete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,42,"{78.1,73.9}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,67,"{43.0,75.7}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,72,"{79.7,46.9}",Complete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,85,"{76.0,39.4}",Complete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,94,"{91.3,53.8}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,6,"{88.8,58.7}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,6,"{105.3,51.6}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,16,"{90.8,45.7}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,36,"{90.5,66.7}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,36,"{73.7,7.4}",Incomplete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,40,"{43.9,21.0}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,48,"{110.4,62.2}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,58,"{52.2,26.9}",Incomplete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Left Center Midfield,70,"{75.9,67.6}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Left Center Midfield,70,"{67.2,75.2}",Incomplete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,6,"{37.7,57.7}",Incomplete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,24,"{90.5,30.6}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,77,"{93.8,29.5}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,0,"{51.9,28.7}",Incomplete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,29,"{112.1,75.8}",Incomplete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,41,"{45.2,61.0}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,48,"{98.9,32.7}",Incomplete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,59,"{97.4,11.9}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Center Forward,19,"{113.6,18.1}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Center Forward,28,"{72.5,47.0}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Center Forward,28,"{72.8,46.7}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Center Forward,36,"{96.2,14.4}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Center Forward,59,"{48.4,38.2}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Center Forward,62,"{82.5,21.9}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,11,"{71.5,18.2}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,9,"{73.5,62.9}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,10,"{58.3,71.6}",Complete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,19,"{112.4,38.2}",Complete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,24,"{116.9,58.4}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,46,"{106.1,66.7}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,46,"{116.7,64.5}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,49,"{97.8,49.7}",Complete
159764,Jorge Ortiz Mendoza,Goa,Center Forward,52,"{98.5,30.1}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,4,"{66.7,62.2}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,71,"{89.8,16.6}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,86,"{83.0,26.5}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,91,"{94.6,17.2}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,22,"{96.3,62.2}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,81,"{103.0,40.0}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,19,"{52.2,15.0}",Incomplete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,36,"{78.1,35.3}",Complete
13322,Greg Stewart,Jamshedpur,Right Midfield,94,"{69.0,57.8}",Complete
13322,Greg Stewart,Jamshedpur,Right Midfield,94,"{109.6,36.9}",Incomplete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,2,"{21.8,69.1}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,10,"{92.9,7.5}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,10,"{87.5,25.0}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,14,"{116.6,9.6}",Incomplete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,17,"{33.7,28.7}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,18,"{99.7,11.2}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,24,"{62.2,32.8}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,26,"{56.8,72.8}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,26,"{63.5,75.3}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,30,"{98.9,30.0}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,31,"{85.2,14.2}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,38,"{98.3,13.3}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,44,"{81.2,4.8}",Incomplete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,51,"{86.8,12.8}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,51,"{77.5,22.3}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,57,"{43.1,6.4}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,57,"{45.5,19.6}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,60,"{74.6,13.7}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,64,"{55.7,31.7}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,73,"{106.4,6.1}",Incomplete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,85,"{69.2,36.3}",Incomplete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,85,"{89.7,70.8}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,87,"{66.6,37.9}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,90,"{29.7,68.6}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,90,"{36.1,57.8}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Forward,67,"{69.4,13.8}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Forward,83,"{48.5,31.2}",Incomplete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,4,"{65.9,12.5}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,6,"{97.9,10.0}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,10,"{105.9,11.9}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,15,"{107.1,24.9}",Incomplete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,24,"{117.8,23.2}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,29,"{110.2,56.0}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,34,"{114.5,15.6}",Incomplete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Attacking Midfield,40,"{88.0,61.6}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,44,"{87.3,8.5}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,45,"{102.9,7.9}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,46,"{107.9,19.0}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,54,"{92.9,4.2}",Complete
13322,Greg Stewart,Jamshedpur,Right Center Forward,87,"{14.5,27.8}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Right Center Forward,8,"{106.0,21.7}",Incomplete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Right Center Forward,23,"{61.5,72.8}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Right Center Forward,32,"{91.3,3.6}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Right Center Forward,32,"{104.3,7.5}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Right Center Forward,46,"{55.3,51.5}",Incomplete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Right Center Forward,46,"{45.7,59.8}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Right Center Forward,58,"{113.0,25.4}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Right Center Forward,62,"{74.7,14.3}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,13,"{84.6,36.4}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Forward,33,"{48.8,68.8}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,47,"{81.5,16.0}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,60,"{102.5,26.1}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,62,"{66.2,18.6}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,84,"{103.1,17.2}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,84,"{104.7,21.6}",Incomplete
8150,Francisco Javier Hernández González,Odisha,Center Forward,87,"{103.9,33.7}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,92,"{21.5,4.4}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,3,"{115.5,64.1}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,3,"{114.8,66.1}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,3,"{113.8,58.3}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,11,"{100.3,55.9}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,18,"{98.4,14.4}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,26,"{114.5,20.9}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,45,"{67.5,59.8}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,70,"{75.8,17.2}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,70,"{87.3,46.1}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,92,"{91.0,61.8}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,45,"{89.0,13.8}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,51,"{107.2,59.6}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,63,"{99.2,61.2}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,66,"{80.1,79.6}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,90,"{77.0,53.7}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Center Attacking Midfield,28,"{29.2,27.2}",Complete
159764,Jorge Ortiz Mendoza,Goa,Center Attacking Midfield,79,"{108.1,32.7}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Center Attacking Midfield,81,"{102.1,9.5}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Attacking Midfield,92,"{46.0,13.3}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Center Forward,63,"{59.1,7.0}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Center Forward,64,"{102.1,58.8}",Incomplete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,1,"{45.2,18.5}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,3,"{108.3,21.8}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,9,"{110.2,10.6}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,9,"{103.8,14.9}",Incomplete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,11,"{62.3,25.2}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,13,"{56.5,62.8}",Complete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,13,"{59.5,52.1}",Incomplete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,17,"{91.6,21.8}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,21,"{37.5,58.1}",Incomplete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,28,"{85.9,23.0}",Incomplete
8150,Francisco Javier Hernández González,Odisha,Center Attacking Midfield,37,"{114.5,1.6}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,58,"{110.8,25.3}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,58,"{114.0,27.5}",Complete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,60,"{54.4,59.1}",Complete
124907,Liston Colaco,ATK Mohun Bagan,Left Wing,60,"{88.8,30.5}",Incomplete
163342,Hugo Adnan Boumous,ATK Mohun Bagan,Center Forward,69,"{110.4,67.2}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,68,"{99.6,29.1}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,78,"{90.4,8.2}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,87,"{46.4,73.4}",Incomplete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Left Center Midfield,33,"{105.4,5.8}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Left Center Midfield,58,"{49.9,5.3}",Incomplete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Left Center Midfield,61,"{84.5,50.9}",Complete
159765,Cássio Gabriel Vilela Ferreira,Mumbai City,Left Center Midfield,70,"{80.1,24.4}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,22,"{75.1,14.8}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,22,"{77.5,16.9}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,37,"{98.5,4.9}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,37,"{101.4,7.9}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,46,"{104.5,59.8}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,81,"{76.0,36.1}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,89,"{101.4,11.4}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,2,"{33.8,6.6}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,7,"{63.2,62.5}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,12,"{44.7,6.1}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,14,"{76.3,11.1}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,34,"{104.0,76.2}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,47,"{66.6,18.2}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,54,"{87.4,74.9}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,56,"{99.9,10.0}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,61,"{81.9,68.8}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,70,"{57.0,53.5}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,70,"{56.8,26.4}",Incomplete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,94,"{108.4,17.0}",Complete
159764,Jorge Ortiz Mendoza,Goa,Left Center Forward,94,"{104.8,21.2}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,21,"{72.6,62.6}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,36,"{112.6,19.2}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,44,"{86.9,47.2}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,45,"{94.4,46.8}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,65,"{78.5,76.8}",Incomplete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,65,"{46.5,58.3}",Complete
13322,Greg Stewart,Jamshedpur,Center Attacking Midfield,72,"{104.6,49.6}",Complete
