Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
33,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,25,1996,22,99,4.51,72,9,5,9,2,2,12,0.55,9,0,0,2,0,1,Matches,2b114be3
34,Ciro Immobile,it ITA,FW,Lazio,it Serie A,31,1990,30.1,70,2.32,53,0,4,9,2,2,14,0.46,7,0,3,4,0,0,Matches,4431aed2
35,James Maddison,eng ENG,MFFW,Leicester City,eng Premier League,24,1996,27.3,100,3.66,56,12,9,8,12,3,19,0.7,13,1,1,1,2,1,Matches,ee38d9c5
36,Nicolò Zaniolo,it ITA,FW,Roma,it Serie A,22,1999,21.9,81,3.7,47,3,11,8,10,2,9,0.41,3,0,1,1,4,0,Matches,9907b1c8
37,Ludovic Blas,fr FRA,MFFW,Nantes,fr Ligue 1,23,1997,32.9,93,2.83,65,1,7,8,8,4,14,0.43,10,0,1,1,2,0,Matches,6191093d
38,Emmanuel Dennis,ng NGA,FWMF,Watford,eng Premier League,23,1997,28.7,91,3.17,54,2,17,8,8,2,12,0.42,7,0,1,2,1,1,Matches,2c44a35d
39,Wilfried Zaha,ci CIV,FW,Crystal Palace,eng Premier League,28,1992,30.7,104,3.39,73,0,14,8,8,1,12,0.39,6,0,3,2,1,0,Matches,b2bc3b1f
40,Amine Gouiri,fr FRA,FWMF,Nice,fr Ligue 1,21,2000,30.6,122,3.99,69,22,15,8,7,1,14,0.46,13,0,0,0,1,0,Matches,aad56ca3
41,Martin Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,24,1997,30.9,99,3.21,72,0,6,8,6,7,17,0.55,13,0,1,1,2,0,Matches,5148dcc5
42,Joelinton,br BRA,MFFW,Newcastle Utd,eng Premier League,24,1996,28.4,64,2.25,44,0,3,8,6,3,6,0.21,4,0,0,1,1,0,Matches,c17bfb65
43,Son Heung-min,kr KOR,FWMF,Tottenham,eng Premier League,29,1992,33.4,129,3.86,75,35,4,8,6,1,15,0.45,8,4,0,0,3,0,Matches,92e7e919
44,Enis Bardhi,mk MKD,MFFW,Levante,es La Liga,26,1995,18.9,75,3.97,40,19,2,8,6,0,4,0.21,3,1,0,0,0,0,Matches,cac2537b
45,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,30,1991,30.1,84,2.79,61,6,3,8,5,1,11,0.37,11,0,0,0,0,0,Matches,603cb947
46,Davide Zappacosta,it ITA,DF,Atalanta,it Serie A,29,1992,26.1,77,2.96,52,2,6,8,4,5,10,0.38,7,0,1,1,1,0,Matches,7fe90ccd
47,Jarrod Bowen,eng ENG,FW,West Ham,eng Premier League,24,1996,33.1,95,2.87,53,19,8,8,4,3,21,0.63,10,4,3,1,3,0,Matches,79c84d1c
48,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,31,1989,28.4,139,4.89,122,2,1,8,4,2,28,0.99,26,0,0,0,1,1,Matches,3c6089ab
49,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,22,1999,26.3,111,4.23,72,21,5,8,4,1,15,0.57,9,4,0,1,1,0,Matches,9674002f
50,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,1989,29.9,82,2.74,64,0,6,8,2,2,6,0.2,4,0,1,1,0,0,Matches,459419
51,Marco Asensio,es ESP,FWMF,Real Madrid,es La Liga,25,1996,19.2,65,3.38,41,10,3,8,2,1,7,0.36,3,0,1,2,0,1,Matches,45af8a54
52,Miguel Almirón,py PAR,MFFW,Newcastle Utd,eng Premier League,27,1994,19.1,45,2.36,31,0,3,8,2,1,5,0.26,4,0,1,0,0,0,Matches,862a1c15
53,Filip Kostić,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,28,1992,28,130,4.64,68,50,1,8,2,1,12,0.43,7,4,0,1,0,0,Matches,b1cd37e6
54,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,21,2000,29.9,170,5.69,119,1,21,7,19,3,25,0.84,18,0,3,0,3,1,Matches,7111d552
55,Enes Ünal,tr TUR,FW,Getafe,es La Liga,24,1997,31.1,69,2.22,41,0,5,7,15,1,4,0.13,3,0,0,0,0,1,Matches,f8eca1b6
56,Lucas Höler,de GER,FWMF,Freiburg,de Bundesliga,27,1994,28.7,85,2.96,64,0,1,7,12,1,10,0.35,6,0,1,1,1,1,Matches,ca618d23
57,Stephy Mavididi,eng ENG,FWMF,Montpellier,fr Ligue 1,23,1998,25.5,65,2.54,35,2,9,7,10,2,7,0.27,3,0,1,1,2,0,Matches,30144daa
58,Conor Gallagher,eng ENG,MF,Crystal Palace,eng Premier League,21,2000,31.6,89,2.82,44,23,3,7,10,2,13,0.41,8,1,2,0,1,1,Matches,c2731c10
59,Bukayo Saka,eng ENG,FWMF,Arsenal,eng Premier League,19,2001,33.1,142,4.29,94,18,12,7,10,1,16,0.48,8,4,0,1,3,0,Matches,bc7dc64d
60,Richarlison,br BRA,FWMF,Everton,eng Premier League,24,1997,28,62,2.21,43,0,1,7,10,1,8,0.29,4,0,0,3,1,0,Matches,fa031b34
61,Gerson,br BRA,MFFW,Marseille,fr Ligue 1,24,1997,28.3,75,2.65,52,0,5,7,9,2,12,0.42,8,0,0,2,2,0,Matches,8827bf46
62,Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,27,1994,30.4,75,2.47,55,0,2,7,9,2,9,0.3,6,0,0,2,1,0,Matches,462475ed
63,Andrea Pinamonti,it ITA,FW,Empoli,it Serie A,22,1999,31.9,64,2.01,42,0,3,7,8,4,9,0.28,6,0,0,2,1,0,Matches,08aa9cd1
64,Gianluca Caprari,it ITA,FWMF,Hellas Verona,it Serie A,28,1993,30.4,134,4.4,92,18,6,7,8,3,19,0.62,16,1,1,1,0,0,Matches,54e53b7e
65,Alexander Isak,se SWE,FW,Real Sociedad,es La Liga,21,1999,23.8,60,2.52,35,0,9,7,8,1,5,0.21,2,0,1,2,0,0,Matches,8e92be30
66,Rafael Leão,pt POR,FW,Milan,it Serie A,22,1999,28.9,105,3.63,63,0,24,7,7,4,21,0.73,14,0,5,0,1,1,Matches,20730eae
67,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,53,2.83,34,0,4,7,7,1,12,0.64,7,0,0,3,2,0,Matches,864163f3
68,Ruslan Malinovskyi,ua UKR,FWMF,Atalanta,it Serie A,28,1993,17.7,89,5.03,50,19,6,7,7,0,8,0.45,6,0,0,1,1,0,Matches,48d5bd33
69,Dušan Vlahović,rs SRB,FW,Fiorentina,it Serie A,21,2000,20.6,54,2.62,35,0,5,7,7,0,11,0.53,5,0,1,5,0,0,Matches,79443529
70,Patrick Wimmer,at AUT,FWMF,Arminia,de Bundesliga,20,2001,22.8,80,3.51,37,15,10,7,6,5,10,0.44,6,1,0,1,2,0,Matches,cb11b429
71,Henrikh Mkhitaryan,am ARM,MFFW,Roma,it Serie A,32,1989,27.7,85,3.07,62,1,5,7,6,4,12,0.43,9,0,1,1,1,0,Matches,dd0daf32
72,Rafael Borré,co COL,FW,Eint Frankfurt,de Bundesliga,25,1995,26.4,63,2.38,43,0,6,7,6,1,10,0.38,6,0,2,1,1,0,Matches,c68da769
73,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,26,1994,31.7,126,3.97,99,3,11,7,6,0,13,0.41,10,1,0,1,1,0,Matches,3eb22ec9
74,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,1987,34.3,113,3.29,89,7,4,7,6,0,15,0.44,10,0,1,4,0,0,Matches,7dcf86f6
75,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,30,1991,29.2,67,2.29,47,1,4,7,5,3,15,0.51,7,0,3,3,1,1,Matches,b561db50
76,Gerard Deulofeu,es ESP,FWMF,Udinese,it Serie A,27,1994,29.1,137,4.71,82,35,7,7,5,1,11,0.38,6,2,0,2,1,0,Matches,39583cfd
77,Luis Rioja,es ESP,FWMF,Alavés,es La Liga,27,1993,34.6,82,2.37,49,8,13,7,5,0,7,0.2,5,0,1,1,0,0,Matches,eb3dd471
78,Milan Đurić,ba BIH,FW,Salernitana,it Serie A,31,1990,24.1,56,2.33,43,0,1,7,5,0,8,0.33,5,0,0,2,1,0,Matches,405f6586
79,Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,25,1995,32.8,72,2.2,51,0,6,7,4,4,8,0.24,3,0,1,2,2,0,Matches,aed3a70f
80,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,26,1994,34.6,145,4.19,109,18,4,7,4,3,10,0.29,8,0,1,1,0,0,Matches,507c7bdf
81,Gabriel Jesus,br BRA,FW,Manchester City,eng Premier League,24,1997,20.9,78,3.74,52,0,13,7,4,2,18,0.86,11,0,2,1,2,2,Matches,b66315ae
82,Denis Bouanga,ga GAB,FWMF,Saint-Étienne,fr Ligue 1,26,1994,27.1,85,3.14,45,8,18,7,3,4,10,0.37,4,3,1,1,0,1,Matches,0b0cbe5b
83,Florian Sotoca,fr FRA,FWMF,Lens,fr Ligue 1,30,1990,27.6,68,2.47,49,0,5,7,3,4,7,0.25,5,0,0,2,0,0,Matches,7a42d0df
84,Federico Bernardeschi,it ITA,MFFW,Juventus,it Serie A,27,1994,16.4,52,3.17,35,4,3,7,3,0,4,0.24,3,0,0,1,0,0,Matches,ee93c1a9
85,Renaud Ripart,fr FRA,FWDF,Troyes,fr Ligue 1,28,1993,21,42,2,29,0,3,7,3,0,3,0.14,2,0,0,0,1,0,Matches,beae3a73
86,Branimir Hrgota,se SWE,FW,Greuther Fürth,de Bundesliga,28,1993,30.9,71,2.3,42,7,10,7,2,3,8,0.26,5,0,0,1,1,1,Matches,710fbdd1
87,Martinelli,br BRA,FWMF,Arsenal,eng Premier League,20,2001,20.7,70,3.39,47,4,8,7,2,2,11,0.53,6,2,1,2,0,0,Matches,48a5a5d6
88,Omar Marmoush,eg EGY,FWMF,Stuttgart,de Bundesliga,22,1999,17.5,73,4.18,37,17,9,7,2,1,11,0.63,4,3,1,2,1,0,Matches,0e0102eb
89,Martin Ødegaard,no NOR,MF,Arsenal,eng Premier League,22,1998,30.9,134,4.33,105,13,6,7,2,1,12,0.39,12,0,0,0,0,0,Matches,79300479
90,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,1997,24.2,55,2.28,40,0,5,7,2,1,5,0.21,1,0,2,0,1,1,Matches,e5478b87
91,Adnan Januzaj,be BEL,FWMF,Real Sociedad,es La Liga,26,1995,18.1,66,3.66,34,18,5,7,2,0,6,0.33,1,0,1,3,1,0,Matches,4737cebe
