,Player▲,Squad,90s,Gls,Ast,G+A,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90
2475,Aboubakar Sidibé,Clermont Foot,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2476,Alassane Sidibe,Atalanta,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2477,Djibril Sidibé,Monaco,10.5,0,0,0.0,0.2,0.2,0.9,1.1,0.01,0.09,0.1,0.01,0.1
2478,Kaj Sierhuis,Reims,0.9,0,0,0.0,0.1,0.1,0.1,0.2,0.1,0.11,0.21,0.1,0.21
2479,Francisco Sierralta,Watford,4.7,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
2480,Arnór Sigurðsson,Venezia,2.0,0,0,0.0,0.1,0.1,0.0,0.1,0.04,0.02,0.06,0.04,0.06
2481,Kiliann Sildillia,Freiburg,1.9,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.09,0.09,0.0,0.09
2482,Adrien Silva,Sampdoria,12.0,0,1,0.08,0.3,0.3,0.5,0.8,0.02,0.04,0.07,0.02,0.07
2483,André Silva,RB Leipzig,23.1,11,3,0.61,12.2,10.3,2.5,12.9,0.53,0.11,0.64,0.45,0.56
2484,Bernardo Silva,Manchester City,31.7,8,4,0.38,6.6,6.6,5.0,11.7,0.21,0.16,0.37,0.21,0.37
2485,Caio Henrique Oliveira Silva,Monaco,29.6,2,8,0.34,1.0,1.0,5.8,6.8,0.03,0.2,0.23,0.03,0.23
2486,David Silva,Real Sociedad,19.1,2,4,0.31,2.7,2.7,4.4,7.1,0.14,0.23,0.37,0.14,0.37
2487,Fábio Silva,Wolves,6.4,0,0,0.0,2.3,2.3,0.2,2.4,0.36,0.02,0.38,0.36,0.38
2488,Gabriel Silva,Saint-Étienne,7.9,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.01
2489,Jonathan Silva,Getafe,2.5,0,0,0.0,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05
2490,Rui Silva,Betis,21.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2491,Thiago Silva,Chelsea,29.4,3,0,0.1,0.9,0.9,0.2,1.1,0.03,0.01,0.04,0.03,0.04
2492,Marco Silvestri,Udinese,35.0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2493,Mohamed Simakan,RB Leipzig,22.3,1,0,0.04,0.9,0.9,0.3,1.2,0.04,0.01,0.05,0.04,0.05
2494,Giovanni Simeone,Cagliari,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495,Giovanni Simeone,Hellas Verona,29.5,17,5,0.75,10.7,9.9,2.7,12.6,0.36,0.09,0.45,0.34,0.43
2496,Giuliano Simeone,Atlético Madrid,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2497,Ellis Simms,Everton,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2498,Moses Simon,Nantes,25.9,6,8,0.54,4.0,4.0,7.2,11.1,0.15,0.28,0.43,0.15,0.43
2499,Unai Simón,Athletic Club,34.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,Xavi Simons,Paris S-G,1.5,0,0,0.0,0.3,0.3,0.1,0.4,0.21,0.07,0.29,0.21,0.29
2501,Wilfried Singo,Torino,29.0,3,4,0.24,2.7,2.7,2.4,5.1,0.09,0.08,0.18,0.09,0.18
2502,Daley Sinkgraven,Leverkusen,3.9,0,0,0.0,0.3,0.3,0.6,0.9,0.07,0.15,0.22,0.07,0.22
2503,Tobias Sippel,M'Gladbach,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2504,Hugo Siquet,Freiburg,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,Salvatore Sirigu,Genoa,37.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2506,Issouf Sissokho,Bordeaux,4.8,0,0,0.0,0.1,0.1,0.4,0.5,0.03,0.07,0.1,0.03,0.1
2507,Ibrahima Sissoko,Strasbourg,25.6,2,5,0.27,2.6,2.6,4.2,6.8,0.1,0.16,0.27,0.1,0.27
2508,Moussa Sissoko,Watford,35.8,2,1,0.08,3.4,3.4,2.8,6.2,0.1,0.08,0.17,0.1,0.17
2509,Nelson Sissoko,Saint-Étienne,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,Sambou Sissoko,Reims,2.0,0,0,0.0,0.2,0.2,0.3,0.4,0.08,0.15,0.23,0.08,0.23
2511,Antonio Sivera,Alavés,3.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,Ellyes Skhiri,Köln,20.2,4,1,0.25,3.3,3.3,0.6,3.9,0.16,0.03,0.19,0.16,0.19
2513,Oliver Skipp,Tottenham,15.0,0,0,0.0,0.2,0.2,0.9,1.1,0.01,0.06,0.07,0.01,0.07
2514,Leo Skiri Østigård,Genoa,13.0,0,0,0.0,0.2,0.2,0.2,0.4,0.02,0.01,0.03,0.02,0.03
2515,Łukasz Skorupski,Bologna,36.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2516,Andreas Skov Olsen,Bologna,8.3,0,2,0.24,0.9,0.9,0.4,1.3,0.11,0.05,0.15,0.11,0.15
2517,Robert Skov,Hoffenheim,4.1,0,1,0.24,0.8,0.8,1.4,2.2,0.19,0.34,0.53,0.19,0.53
2518,Milan Škriniar,Inter,35.0,3,0,0.09,2.5,2.5,0.6,3.1,0.07,0.02,0.09,0.07,0.09
2519,Islam Slimani,Lyon,6.4,1,1,0.31,1.8,1.8,0.7,2.5,0.28,0.11,0.39,0.28,0.39
2520,William Smallbone,Southampton,1.5,0,0,0.0,0.1,0.1,0.1,0.2,0.05,0.06,0.12,0.05,0.12
2521,Chris Smalling,Roma,23.2,3,0,0.13,1.7,1.7,0.1,1.8,0.07,0.0,0.08,0.07,0.08
2522,Emile Smith Rowe,Arsenal,21.3,10,2,0.56,5.8,5.8,2.2,8.0,0.27,0.1,0.37,0.27,0.37
2523,Cédric Soares,Arsenal,16.5,1,1,0.12,0.5,0.5,1.4,2.0,0.03,0.09,0.12,0.03,0.12
2524,Danilo Soares,Bochum,28.5,0,1,0.04,0.5,0.5,1.2,1.8,0.02,0.04,0.06,0.02,0.06
2525,Rubén Sobrino,Valencia,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2526,Rubén Sobrino,Cádiz,20.7,4,1,0.24,6.3,6.3,1.9,8.2,0.31,0.09,0.4,0.3,0.4
2527,Alex Sola,Real Sociedad,0.5,0,0,0.0,0.1,0.1,0.1,0.2,0.2,0.18,0.38,0.2,0.38
2528,Augusto Solari,Celta Vigo,7.9,0,0,0.0,0.4,0.4,0.4,0.8,0.05,0.05,0.1,0.05,0.1
2529,Roberto Soldado,Levante,7.4,3,2,0.68,3.5,3.5,0.9,4.4,0.47,0.12,0.59,0.47,0.59
2530,Carlos Soler,Valencia,27.5,11,5,0.58,8.1,2.8,4.5,7.3,0.3,0.16,0.46,0.1,0.26
2531,Yann Sommer,M'Gladbach,33.0,0,1,0.03,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01
2532,Son,Levante,21.9,1,0,0.05,1.2,1.2,1.6,2.8,0.05,0.07,0.13,0.05,0.13
2533,Brandon Soppy,Udinese,8.6,0,0,0.0,0.4,0.4,0.2,0.6,0.05,0.03,0.08,0.05,0.08
2534,Jakob Sørensen,Norwich City,6.7,0,0,0.0,0.4,0.4,0.0,0.4,0.06,0.0,0.06,0.06,0.06
2535,David Soria,Getafe,37.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,Roberto Soriano,Bologna,29.1,0,4,0.14,1.9,1.9,4.2,6.1,0.06,0.14,0.21,0.06,0.21
2537,Alexander Sørloth,Real Sociedad,19.6,4,0,0.2,6.5,6.5,2.6,9.1,0.33,0.13,0.47,0.33,0.47
2538,Alberto Soro,Granada,6.4,0,0,0.0,0.6,0.6,0.6,1.2,0.1,0.09,0.19,0.1,0.19
2539,Borna Sosa,Stuttgart,27.8,1,8,0.32,0.9,0.9,5.9,6.7,0.03,0.21,0.24,0.03,0.24
2540,Hugo Sotelo,Celta Vigo,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2541,Florian Sotoca,Lens,27.6,6,4,0.36,8.6,7.0,3.0,10.1,0.31,0.11,0.42,0.26,0.37
2542,Riccardo Sottil,Fiorentina,13.8,3,2,0.36,2.5,2.5,2.1,4.7,0.18,0.16,0.34,0.18,0.34
2543,Tomáš Souček,West Ham,34.0,5,1,0.18,4.8,4.4,1.5,5.9,0.14,0.05,0.19,0.13,0.17
2544,Matìas Soulé,Juventus,0.1,0,0,0.0,0.1,0.1,0.0,0.1,2.4,0.0,2.4,2.4,2.4
2545,Sambou Soumano,Lorient,5.0,3,0,0.6,3.2,3.2,0.1,3.4,0.65,0.02,0.68,0.65,0.68
2546,Adama Soumaoro,Bologna,25.2,0,0,0.0,0.9,0.9,0.1,0.9,0.03,0.0,0.04,0.03,0.04
2547,Boubakary Soumaré,Leicester City,12.2,0,1,0.08,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06
2548,Arnaud Souquet,Montpellier,25.9,1,3,0.15,0.5,0.5,1.3,1.8,0.02,0.05,0.07,0.02,0.07
2549,Djibril Sow,Eint Frankfurt,26.8,2,3,0.19,0.6,0.6,2.2,2.8,0.02,0.08,0.1,0.02,0.1
2550,Saidou Sow,Saint-Étienne,11.0,2,1,0.27,0.4,0.4,0.6,1.0,0.03,0.06,0.09,0.03,0.09
2551,Çağlar Söyüncü,Leicester City,27.7,1,0,0.04,1.4,1.4,0.1,1.5,0.05,0.0,0.05,0.05,0.05
2552,Leonardo Spinazzola,Roma,1.4,0,0,0.0,0.1,0.1,0.1,0.2,0.05,0.09,0.13,0.05,0.13
2553,Marco Sportiello,Atalanta,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,Tony Springett,Norwich City,1.6,0,0,0.0,0.3,0.3,0.4,0.6,0.17,0.22,0.4,0.17,0.4
2555,Jerry St. Juste,Mainz 05,6.7,1,0,0.15,0.9,0.9,0.1,1.0,0.13,0.02,0.15,0.13,0.15
2556,Anton Stach,Mainz 05,20.7,1,6,0.34,1.7,1.7,3.3,5.0,0.08,0.16,0.24,0.08,0.24
2557,Kostas Stafylidis,Bochum,15.4,0,1,0.06,0.5,0.5,0.9,1.3,0.03,0.06,0.09,0.03,0.09
2558,Luca Stanga,Milan,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,Josip Stanišić,Bayern Munich,7.2,1,0,0.14,0.3,0.3,0.1,0.4,0.04,0.02,0.06,0.04,0.06
2560,Niklas Stark,Hertha BSC,22.6,1,0,0.04,0.8,0.8,0.3,1.0,0.03,0.01,0.05,0.03,0.05
2561,Jason Steele,Brighton,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,Jed Steer,Aston Villa,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,Renato Steffen,Wolfsburg,10.7,0,1,0.09,1.3,1.3,1.2,2.4,0.12,0.11,0.23,0.12,0.23
2564,Zack Steffen,Manchester City,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,Calvin Stengs,Nice,11.9,1,1,0.17,3.0,3.0,2.4,5.4,0.25,0.2,0.45,0.25,0.45
2566,Pascal Stenzel,Stuttgart,10.0,0,0,0.0,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05
2567,Dale Stephens,Burnley,1.4,0,0,0.0,0.0,0.0,0.0,0.1,0.02,0.03,0.06,0.02,0.06
2568,Jack Stephens,Southampton,9.0,0,0,0.0,0.0,0.0,0.3,0.3,0.0,0.03,0.03,0.0,0.03
2569,Raheem Sterling,Manchester City,23.6,13,5,0.76,14.3,11.8,4.6,16.4,0.6,0.19,0.8,0.5,0.69
2570,Finley Stevens,Brentford,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25
2571,Angelo Stiller,Hoffenheim,18.8,2,1,0.16,1.0,1.0,1.1,2.1,0.05,0.06,0.11,0.05,0.11
2572,Lars Stindl,M'Gladbach,18.1,4,5,0.5,6.4,4.9,3.4,8.3,0.35,0.19,0.54,0.27,0.46
2573,Riccardo Stivanello,Bologna,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2574,Kevin Stöger,Mainz 05,4.7,1,1,0.43,1.6,1.6,1.5,3.1,0.35,0.32,0.67,0.35,0.67
2575,Petar Stojanović,Empoli,30.4,1,1,0.07,0.9,0.9,3.4,4.4,0.03,0.11,0.14,0.03,0.14
2576,John Stones,Manchester City,12.4,1,0,0.08,1.0,1.0,0.1,1.1,0.08,0.01,0.09,0.08,0.09
2577,Thomas Strakosha,Lazio,23.0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2578,Stefan Strandberg,Salernitana,10.4,0,0,0.0,0.4,0.4,0.3,0.6,0.04,0.03,0.06,0.04,0.06
2579,Dávid Strelec,Spezia,5.6,1,0,0.18,0.4,0.4,0.8,1.2,0.07,0.15,0.22,0.07,0.22
2580,Tobias Strobl,Augsburg,3.6,0,0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03
2581,Kevin Strootman,Cagliari,7.1,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.03,0.03,0.0,0.03
2582,Pascal Struijk,Leeds United,22.8,1,0,0.04,1.3,1.3,0.3,1.6,0.06,0.01,0.07,0.06,0.07
2583,Jens Stryger Larsen,Udinese,7.6,0,1,0.13,0.7,0.7,0.9,1.6,0.09,0.12,0.21,0.09,0.21
2584,Leo Štulac,Empoli,9.3,2,2,0.43,0.3,0.3,0.5,0.8,0.04,0.05,0.09,0.04,0.09
2585,Stefano Sturaro,Genoa,19.6,0,0,0.0,0.5,0.5,0.5,1.0,0.03,0.03,0.05,0.03,0.05
2586,Damián Suárez,Getafe,30.1,0,3,0.1,0.5,0.5,2.9,3.4,0.02,0.1,0.11,0.02,0.11
2587,Denis Suárez,Celta Vigo,31.3,4,6,0.32,1.9,1.9,4.6,6.6,0.06,0.15,0.21,0.06,0.21
2588,Luis Suárez,Atlético Madrid,20.4,11,2,0.64,9.0,6.8,1.7,8.4,0.44,0.08,0.53,0.33,0.41
2589,Mario Suárez,Rayo Vallecano,7.9,0,0,0.0,0.9,0.9,0.0,0.9,0.11,0.01,0.12,0.11,0.12
2590,Isaac Success,Udinese,10.1,2,6,0.79,2.5,2.5,3.0,5.5,0.25,0.3,0.55,0.25,0.55
2591,Niklas Süle,Bayern Munich,20.4,1,2,0.15,1.4,1.4,1.0,2.4,0.07,0.05,0.12,0.07,0.12
2592,Kamaldeen Sulemana,Rennes,11.3,4,2,0.53,2.5,2.5,1.4,3.8,0.22,0.12,0.34,0.22,0.34
2593,Crysencio Summerville,Leeds United,1.4,0,0,0.0,0.3,0.3,0.1,0.3,0.18,0.03,0.21,0.18,0.21
2594,Vladyslav Supriaha,Sampdoria,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2595,Suso,Sevilla,4.3,0,1,0.23,0.2,0.2,0.4,0.6,0.05,0.09,0.14,0.05,0.14
2596,Bosko Sutalo,Hellas Verona,10.2,0,0,0.0,0.3,0.3,0.1,0.3,0.03,0.01,0.03,0.03,0.03
2597,Mattias Svanberg,Bologna,28.5,3,3,0.21,2.0,2.0,3.4,5.5,0.07,0.12,0.19,0.07,0.19
2598,Michael Svoboda,Venezia,13.7,0,0,0.0,0.9,0.9,0.1,1.0,0.07,0.0,0.07,0.07,0.07
2599,Abdoulaye Sylla,Nantes,1.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,Mamadou Sylla,Alavés,4.4,0,0,0.0,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07
2601,Mamadou Sylla,Rayo Vallecano,2.8,0,0,0.0,1.7,1.7,0.5,2.2,0.6,0.17,0.77,0.6,0.77
2602,Ádám Szalai,Mainz 05,2.9,1,0,0.35,1.0,1.0,0.5,1.5,0.33,0.18,0.51,0.33,0.51
2603,Wojciech Szczęsny,Juventus,33.0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2604,Dominik Szoboszlai,RB Leipzig,17.1,6,8,0.82,4.8,4.1,5.1,9.2,0.28,0.3,0.58,0.24,0.54
2605,Tachi,Alavés,2.7,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03
2606,Jonathan Tah,Leverkusen,32.0,2,2,0.13,1.1,1.1,1.0,2.2,0.04,0.03,0.07,0.04,0.07
2607,Waniss Taibi,Angers,1.5,0,0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04
2608,Flavien Tait,Rennes,23.6,5,3,0.34,3.2,3.2,3.5,6.8,0.14,0.15,0.29,0.14,0.29
2609,Adrien Tameze,Hellas Verona,28.6,4,2,0.21,1.4,1.4,1.7,3.0,0.05,0.06,0.11,0.05,0.11
2610,Japhet Tanganga,Tottenham,8.2,0,0,0.0,0.4,0.4,0.4,0.7,0.05,0.05,0.09,0.05,0.09
2611,Renato Tapia,Celta Vigo,15.7,0,0,0.0,0.5,0.5,0.1,0.7,0.03,0.01,0.04,0.03,0.04
2612,Edmond Tapsoba,Leverkusen,20.2,1,0,0.05,0.4,0.4,0.0,0.4,0.02,0.0,0.02,0.02,0.02
2613,Florian Tardieu,Troyes,29.2,4,2,0.21,3.8,0.8,3.1,3.9,0.13,0.11,0.24,0.03,0.13
2614,Matt Targett,Newcastle Utd,16.0,0,0,0.0,0.3,0.3,1.6,1.9,0.02,0.1,0.12,0.02,0.12
2615,Matt Targett,Aston Villa,15.9,1,1,0.13,0.5,0.5,2.2,2.7,0.03,0.14,0.17,0.03,0.17
2616,Oussama Targhalline,Marseille,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2617,James Tarkowski,Burnley,34.5,1,2,0.09,2.0,2.0,0.6,2.6,0.06,0.02,0.08,0.06,0.08
2618,Ciprian Tătărușanu,Milan,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2619,Niklas Tauer,Mainz 05,5.4,0,0,0.0,0.2,0.2,0.0,0.2,0.05,0.0,0.05,0.05,0.05
2620,Nuno Tavares,Arsenal,13.1,1,1,0.15,1.5,1.5,1.0,2.5,0.11,0.08,0.19,0.11,0.19
2621,Charlie Taylor,Burnley,30.3,0,3,0.1,0.2,0.2,3.5,3.7,0.01,0.11,0.12,0.01,0.12
2622,Loum Tchaouna,Rennes,1.0,0,0,0.0,0.2,0.2,0.2,0.3,0.18,0.16,0.33,0.18,0.33
2623,Warren Tchimbembé,Metz,2.3,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03
2624,Aurélien Tchouaméni,Monaco,32.5,3,2,0.15,2.3,2.3,2.7,5.0,0.07,0.08,0.16,0.07,0.16
2625,Mathys Tel,Rennes,0.6,0,0,0.0,0.4,0.4,0.1,0.5,0.6,0.13,0.73,0.6,0.73
2626,Jordan Tell,Clermont Foot,3.2,1,1,0.62,1.0,1.0,1.0,2.0,0.3,0.31,0.61,0.3,0.61
2627,Nathan Tella,Southampton,8.9,0,1,0.11,0.5,0.5,0.7,1.3,0.06,0.08,0.14,0.06,0.14
2628,Alex Telles,Manchester Utd,18.4,0,4,0.22,0.5,0.5,2.0,2.4,0.03,0.11,0.13,0.03,0.13
2629,Cristian Tello,Betis,9.1,2,2,0.44,1.7,1.7,2.0,3.7,0.19,0.22,0.4,0.19,0.4
2630,Nahuel Tenaglia,Alavés,11.9,0,0,0.0,0.3,0.3,0.3,0.6,0.02,0.03,0.05,0.02,0.05
2631,Marc Tenas,Alavés,0.6,0,0,0.0,0.0,0.0,0.3,0.3,0.0,0.45,0.45,0.0,0.45
2632,Marc-André ter Stegen,Barcelona,35.0,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
2633,Filippo Terracciano,Hellas Verona,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2634,Pietro Terracciano,Fiorentina,31.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2635,Martin Terrier,Rennes,30.9,21,3,0.78,13.6,12.1,4.0,16.1,0.44,0.13,0.57,0.39,0.52
2636,Aleksa Terzić,Fiorentina,3.0,0,1,0.33,0.0,0.0,0.4,0.4,0.0,0.14,0.14,0.0,0.14
2637,Robert Tesche,Bochum,3.9,0,0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
2638,Tanner Tessmann,Venezia,7.6,0,0,0.0,0.8,0.8,0.2,0.9,0.1,0.02,0.13,0.1,0.13
2639,Tetê,Lyon,6.5,2,5,1.08,2.4,2.4,2.0,4.4,0.37,0.31,0.68,0.37,0.68
2640,Cedric Teuchert,Union Berlin,1.2,0,0,0.0,0.2,0.2,0.1,0.3,0.19,0.06,0.25,0.19,0.25
2641,Arthur Theate,Bologna,26.9,2,1,0.11,1.5,1.5,0.3,1.8,0.06,0.01,0.07,0.06,0.07
2642,Jan Thielmann,Köln,13.2,3,3,0.45,1.4,1.4,2.2,3.6,0.1,0.17,0.27,0.1,0.27
2643,Sada Thioub,Angers,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2644,Sada Thioub,Saint-Étienne,10.6,0,1,0.09,0.2,0.2,1.1,1.3,0.02,0.11,0.13,0.02,0.13
2645,Luke Thomas,Leicester City,21.2,0,1,0.05,0.2,0.2,1.6,1.8,0.01,0.07,0.08,0.01,0.08
2646,Romain Thomas,Angers,28.5,2,0,0.07,2.0,2.0,0.1,2.1,0.07,0.0,0.07,0.07,0.07
2647,Adrien Thomasson,Strasbourg,26.5,8,4,0.45,6.5,6.5,4.6,11.1,0.24,0.17,0.42,0.24,0.42
2648,Erik Thommy,Stuttgart,3.0,0,0,0.0,0.4,0.4,0.5,0.9,0.14,0.15,0.29,0.14,0.29
2649,Dominic Thompson,Brentford,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
2650,Morten Thorsby,Sampdoria,32.7,3,1,0.12,3.4,3.4,1.1,4.4,0.1,0.03,0.14,0.1,0.14
2651,Thuler,Montpellier,9.5,0,0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01
2652,Marcus Thuram,M'Gladbach,10.9,3,0,0.28,5.4,5.4,1.5,7.0,0.5,0.14,0.64,0.5,0.64
2653,Khéphren Thuram-Ulie,Nice,21.1,4,2,0.28,2.9,2.9,2.6,5.4,0.14,0.12,0.26,0.14,0.26
2654,Alexis Tibidi,Stuttgart,4.3,0,0,0.0,0.3,0.3,0.3,0.7,0.08,0.08,0.16,0.08,0.16
2655,Cheikh Tidiane Sabaly,Metz,1.7,0,0,0.0,0.1,0.1,0.1,0.2,0.06,0.06,0.12,0.06,0.12
2656,Youri Tielemans,Leicester City,29.2,6,4,0.34,4.6,3.1,4.9,7.9,0.16,0.17,0.32,0.11,0.27
2657,Kieran Tierney,Arsenal,21.3,1,3,0.19,0.7,0.7,1.9,2.6,0.03,0.09,0.12,0.03,0.12
2658,Steffen Tigges,Dortmund,1.2,3,0,2.41,1.0,1.0,0.2,1.2,0.79,0.19,0.99,0.79,0.99
2659,Malik Tillman,Bayern Munich,1.2,0,0,0.0,0.2,0.2,0.4,0.6,0.18,0.36,0.55,0.18,0.55
2660,Timothy Tillman,Greuther Fürth,22.3,1,2,0.13,1.6,1.6,2.2,3.9,0.07,0.1,0.17,0.07,0.17
2661,David Timor,Getafe,3.8,0,0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06
2662,Jean-Clair Todibo,Nice,34.6,1,0,0.03,2.4,2.4,0.8,3.2,0.07,0.02,0.09,0.07,0.09
2663,Umut Tohumcu,Hoffenheim,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2664,Karl Toko Ekambi,Lyon,25.5,12,5,0.67,12.3,10.8,4.4,15.2,0.48,0.17,0.66,0.42,0.6
2665,Corentin Tolisso,Bayern Munich,7.8,2,1,0.38,1.3,1.3,1.8,3.1,0.17,0.23,0.4,0.17,0.4
2666,Jeremy Toljan,Sassuolo,15.5,0,1,0.06,0.1,0.1,1.1,1.2,0.0,0.07,0.08,0.0,0.08
2667,Rafael Tolói,Atalanta,16.0,1,1,0.13,1.3,1.3,0.5,1.8,0.08,0.03,0.11,0.08,0.11
2668,Raúl de Tomás,Espanyol,32.4,17,3,0.62,14.6,10.8,1.7,12.5,0.45,0.05,0.5,0.33,0.39
2669,Tiago Tomás,Stuttgart,11.9,4,0,0.33,3.7,3.7,0.9,4.5,0.31,0.07,0.38,0.31,0.38
2670,Takehiro Tomiyasu,Bologna,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3
2671,Takehiro Tomiyasu,Arsenal,18.7,0,1,0.05,0.8,0.8,0.6,1.4,0.04,0.03,0.08,0.04,0.08
2672,James Tomkins,Crystal Palace,6.1,1,0,0.16,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15
2673,Fikayo Tomori,Milan,30.2,0,0,0.0,2.2,2.2,0.1,2.2,0.07,0.0,0.07,0.07,0.07
2674,Sandro Tonali,Milan,28.9,5,2,0.24,4.3,4.3,4.0,8.3,0.15,0.14,0.29,0.15,0.29
2675,Lorenzo Tonelli,Empoli,9.7,0,0,0.0,0.4,0.4,0.2,0.6,0.04,0.02,0.07,0.04,0.07
2676,Ivan Toney,Brentford,32.3,12,5,0.53,12.0,8.2,5.8,14.0,0.37,0.18,0.55,0.25,0.43
2677,Ernesto Torregrossa,Sampdoria,1.3,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1
2678,Lucas Torreira,Fiorentina,24.4,5,1,0.25,4.6,4.4,1.7,6.2,0.19,0.07,0.26,0.18,0.25
2679,Raúl Torrente,Granada,14.2,0,0,0.0,0.3,0.3,0.8,1.2,0.02,0.06,0.08,0.02,0.08
2680,Ferrán Torres,Manchester City,3.4,2,1,0.89,2.5,2.5,0.0,2.5,0.74,0.01,0.75,0.74,0.75
2681,Ferrán Torres,Barcelona,15.7,4,4,0.51,7.2,6.4,3.0,9.4,0.46,0.19,0.65,0.41,0.6
2682,Óliver Torres,Sevilla,11.2,2,3,0.45,0.9,0.9,1.9,2.8,0.08,0.17,0.25,0.08,0.25
2683,Pau Torres,Villarreal,31.7,5,1,0.19,3.2,3.2,1.1,4.3,0.1,0.04,0.14,0.1,0.14
2684,Roberto Torres,Osasuna,9.0,2,2,0.44,2.0,0.4,2.1,2.5,0.22,0.23,0.45,0.05,0.28
